adjusted_job,job,detail,工资,经验要求,学历,公司名称,公司阶段,公司规模,公司领域
管培生,管培生,职责：1、从基层一线起步，在公司内部进行跨部门轮岗，熟悉核心业务和关键技能，通过全面深入的业务培训和实践操作，不断提升个人业务能力；2、协助各个部门完成相关项目，参与并推动业务能力的发展与提升；3、提供针对工作流程和效率提升的提出改进建议；4、根据完成的工作任务和业绩指标，进行定期考核和反馈；岗位要求：1、本科及以上学历，计算机/环境工程/热能动力等相关专业；2、热爱环保/新能源事业；3、有激情、有韧性，敢于挑战；,5-8K,经验不限,本科,,,,
管培生,管培生,数据分析，竞品分析，需求分析岗位职责：1、根据销售数据分析及收集市场反馈意见，制定季度商品企划（包括：款式数量、类别比例、波段计划、款式需求等），确保设计研发结构与市场需求相匹配；2、通过专业商品数据分析、流行趋势和市场趋势把握，负责品牌产品的商品企划、推广、改进，促进品牌的市场影响力和销售业绩的提升；3、收集、分析销售数据、市场需求信息和流行趋势等，规划每季商品企划的季节定位、季节主题、季节推广方案及具体商品系列、结构的需求计划；4、季度商品试销宣传策划编制，确保销售渠道了解商品，以利于销售商品。5、协助消化公司库存面、辅料，根据销售情况提供套、改款的需求。6、负责组织收集各类市场资讯，组织流行趋势研究，定期分析流行趋势、颜色、面辅料、服装风格、服装外型等设计要素，定期制作市场预测分析报告。任职资格:1、 1-3年及以上鞋子或服装商品企划工作经验，知名皮具、时装、饰品类、鞋类、家纺类产品设计、商品管理及企划经验优先考虑；2、对销售和商品数据敏感，数据分析能力强，3、良好的沟通协调能力，资源整合能力。4、良好的团队管理能力。,5-8K,在校/应届,大专,源创智行,天使轮,20-99人,服装/纺织
管培生,管培生,公司储备中层管理者需要积极阳光的小伙伴，有追求有梦想、想要靠自己的努力做一番事业的人。执行力高、敢于挑战，对于自己所做的行业有热情、有热爱容易消极、负能量、爱抱怨的人请远离！！！,5-8K,经验不限,大专,大兵小将,不需要融资,100-499人,广播/影视
管培生,管培生,1.应届毕业生2.本科毕业生需为985、211院校；3.硕士研究生优先。,8-13K,经验不限,本科,,,,
管培生,管培生,周末双休，录用即享受社保公积金岗位职责：1.执行公司安排的各类事务；2.储备岗，6至12个月轮岗期，根据个人能力、表现及发展意愿定岗。目标岗位：媒介、销售、执行、业务助理岗。3.薪随岗定。任职要求：1.全日制本科及以上学历，管理学相关专业（如条件不符但自认为适合及胜任，请在简历中或岗位沟通主动阐明）；2.无工作经验要求，应届及毕业3年以内往届毕业生优先；3.优秀的业务理解能力和学习能力，责任心及执行力强；4.遵守公司规章制度，符合公司价值观及行为准则要求。,5-8K,经验不限,本科,星赢,不需要融资,0-20人,广告营销
管培生,管培生,园招聘方向，健谈，热爱沟通，独立思考，学习能力强，抗压能力强。 门店轮岗实习，岗位为物美管培生，为物美各岗位储备干部。管培生为公司干部重点培养对象，晋升空间大，欢迎各位同学的加入！ 职位福利：节日福利、五险一金、绩效奖金、带薪年假、高温补贴、通讯补助、交通补助职位亮点：欢迎对零售行业感兴趣的所有同学！,6-8K,在校/应届,大专,物美超市,不需要融资,100-499人,食品/饮料/烟酒
管培生,管培生,为客户端、策略端、媒介端输送优质且可塑性强的生源，通过轮岗学习、实战、评估、留任。,150-200元/天,4天/周 3个月,本科,省广合众,已上市,100-499人,广告/公关/会展
管培生,管培生,岗位职责:1、领导分派的助理类工作2、科技政策咨询项目的发掘与跟进3、融资类项目的需求分析与跟进执行4、具备主观能动性和擅长新项目发掘5、擅长沟通与团队协同任职要求:1、本科以上学历，优秀者可放宽2、吃苦耐劳可接受偶尔加班,4-6K,经验不限,本科,合盛创新,不需要融资,0-20人,咨询
管培生,管培生,任职资格：1、年满20-26岁之间，大专及以上学历，男女不限，身体健康；2、热爱餐饮服务行业，执行力强，具有良好的服务意识；3、工作积极主动，吃苦耐劳，并具有良好的沟通表达、组织协调和分析能力，良好的团队合作精神；4、具备独立工作能力，较强的责任心，能适应快捷的工作节奏和轮班岗位职责：1、经过6个月培养，成长为见习经理或实习店长。2、负责分店的日常经营工作，协调好店员的工作流程与工作质量。3、按照财务要求，做好分店的款账管理。4、根据分店的特点，制定并执行分店的推广、宣传计划，提升店铺经营业绩。5、做好分店的服务、卫生、食品品质控制等。6、处理好与店铺出租方的各项事务。福利待遇：1、待遇：6500元—10000元2、带薪培训，培训之日起计算工资3、带薪年假：工作满一年后享受带薪年假。4、满一年享受每月工龄工资，逐年递增。5、每年公司组织两次春游和秋游。6、公司发展，北京兆汇企业管理有限公司目前现有门店35家，其中鲜芋仙33家，侯彩擂2家，每年保持10家店左右的开店速度，保证大家的就业和晋升机会！,6-10K,1-3年,大专,北京兆汇企业管理...,天使轮,100-499人,餐饮
管培生,管培生,"岗位职责：1.参与运营部日常工作，包括定期更新整理统计更新门店各类信息数据；2.协同团队处理各类问题，保证运营部工作主线的推进；3.对门店日常工作进行督导检查，改进工作流程，提升运营效率，并根据重点问题提出可行改善方案，重要事项汇报上级；4.辅助门店处理完成合规相关的各项工作以及一些需要支持的日常事务，帮助他们解决运营中的困难；5.积极配合公司其余相关部门,进行各种项目活动的跟踪、核查工作；6、可接受外派：秦皇岛、赤峰等地。任职要求：1.熟悉电脑操作，具备熟练使用各类办公软件的能力；2.有较强的沟通及学习能力，性格外向善于表达，逻辑性强；3.踏实肯干，执行力强，具备积极向上的心态；4.具备实体店面运营/市场工作经验1年以上，教育培训行业相关工作经验优先；5.本科学历，管理类、市场类、教育类、动物医学相关专业优先。",8-10K,经验不限,本科,瑞派京华,C轮,500-999人,医疗健康
管培生,管培生,专业要求：国内计算机专业、金融/经济学专业、统计学/数学专业优先岗位职责：1.根据公司战略及目标，维护客户关系；2.完成公司指标，做好回款；3.跟踪新增项目机会，完成项目全流程销售管理；4.做好现有存量项目续签；5.成本测算，招投标等；6.大客户经理管理储备角色；7.会有领导一带一培训。任职要求：1、2025年硕士研究生毕业生，双985；2、具体较强的学习能力及优秀的沟通协调能力，出色的解决问题能力，善于团队合作；3、乐于接受挑战，具有一定的抗压能力；4、喜欢营销类工作并性格外向开朗；5、不拘于伏案工作，喜欢与客户直接沟通的优秀应届生欢迎投递。上市公司，平台大！！ 晋升空间大，可快速成长，晋升，薪资丰厚哦~,15-20K,经验不限,硕士,京北方,已上市,10000人以上,互联网金融
管培生,管培生,京领科技-总裁办管培生【岗位职责】1. 支持企业整体的综合运营，保障各条线工作正常推进；包括方案、材料和服务等;2. 与团队成员紧密配合，完成各项市场开拓工作；3. 支持国际化商务合作洽谈，并参与维护长期合作关系;4. 参与和配合实地调研、采访、高端论坛组织筹备等工作。 5. 总裁安排的日常事务；业务沟通对接等。【任职要求】1. 欢迎应届国内优秀院校本科及硕士优秀毕业生；优先考虑具有英国、美国等海外名校留学背景者。2. 具有极佳的沟通能力，综合素质高，男女不限。3. 具备优秀的英语听、说、读、写能力，口语流利，沟通无障碍。4. 工作认真细致，灵活性高、有条理性和逻辑性，具备良好职业素养，人品正直、诚实、守信。【薪酬待遇】：月薪15K-18K；【招聘人数】:   3-6人【工作地点】：北京市朝阳区国家会议中心,15-18K,在校/应届,本科,京领,未融资,20-99人,互联网
管培生,管培生,奢侈品运营实习生职位描述：1.负责平台日常选品、推广工作；2.深入挖掘商品卖点，创建推荐活动；3.高效执行品类其他的相关工作4.增加顾客与平台的用户粘性与活跃度职位要求：急需一位实习生，希望你有独特的品味与敏锐的时尚嗅觉，了解品牌资讯并且能够洞察消费者心理。合理挑选品牌新款、热款、人气款并进行推广宣传，具有较好的文字撰写能力。审美很重要，在选图选品与编辑能力上希望不要经常回炉重造导致浪费时间。有任何不懂的、不会的、不了解的我都知道会耐心的教给你，因为刚进入职场的时候我的主管也是这样带着我一步步往前走的，这对我来说受益匪浅。如果你喜欢时尚、热爱时尚、并且想要在时尚行业长期发展，这个工作对你来说会是一个积累经验非常好的机会，我希望你能够有一定的抗压能力，虚心好学努力。如今的大环境与社会情况导致公司对求职者的要求也发生了很大的改变，狼多肉少的情况下，学历固然重要，能力、经验与努力认真态度却也成为了衡量的关键。希望能有机会与你一起共事。,120-150元/天,5天/周 4个月,本科,迷橙,B轮,100-499人,电子商务
管培生,管培生,公司简介：公司成立于2010年，于2018年由北京航天智控监测技术研究院整体改制成立，是我国较早从事设备智能监测、智能诊断、智能运维的国家“专精特新”小巨人企业，核心团队来自中国航天科技集团。团队先后参与了中国航天科技集团、中航集团、中科院、核研究物理院等多项技术研发任务，产品用于包括运载火箭发动机故障诊断、嫦娥一号月球车斜坡齿轮故障测试、空间站机械手故障测试等众多故障测试应用场合，在故障诊断、智能运维领域取得诸多国家发明专利和知识产权。培养计划：1、 入职培训：认识工业互联网、智能监测、智能诊断、智能运维，了解公司整体情况、发展历史、企业文化、规章制度等2、 下沉式轮岗培养：在不同业务部门关键岗位进行轮岗实践，一线体验生产制造、项目交付，了解公司运营基本模式及具体流程3、 导师培养：指定专业导师、生活导师双导师进行培养4、 专项培训：接受职场通用技能、管理基础、行业产品知识等专项培训岗位优势：管培生岗位为您的职业发展提供更高的起点、更多的锻炼机会、更宽的职业发展方向以及更专业的知识和技能，你能收获：1、统筹视角：通过轮岗和导师培养，迅速了解公司的组织架构、运营模式、管理技巧，为职业发展提供更高的起点2、管理视角：作为管培生，通过参加重要会议及定期交流汇报，有机会同管理层进行交流，培养用管理思维去了解行业发展趋势、公司战略、业务设计等3、知识技能：通过轮岗位和有针对性的培训，可在较短的时间内获得最前沿的行业知识和掌握最优质的业务技能应聘资格要求：1、2024届应届优秀毕业生（机械类、电气类、电子类、计算机类等相关专业），致力于成为高素质技能型与管理型人才2、较强的责任心、学习能力、沟通协作能力和创新能力，有客户思维,7-12K,在校/应届,本科,航天智控,B轮,100-499人,仪器仪表/工业自动化
管培生,志翔领驭招聘仓库文员,岗位职责：1、验证报告胶装、刻盘及邮寄邮寄工作；2、验证资料及验证设备校准报告档案管理；3、验证耗材管理与使用；4、打印机维护与打印纸管理；5、负责按时完成上级领导交办的其它工作。任职要求：1、大专以上学历优先，年龄不限2、有库管、文员工作经验的优先考虑3、做事认真仔细，积极进取，有较强的工作责任感和事业心4、熟练运用Excel、Word等办公软件原标题：《管培生》,3-4K,经验不限,大专,志翔领驭,未融资,100-499人,仪器仪表/工业自动化
管培生,管培生,"主要从事在线教育行业的项目管理和相关工作,在团队的带领下，协助管理一些项目的实施、交付、验收、运营等，学习并承担一些产品迭代的工作，工作涉及方方面面，全方面发展。岗位职责：1.协助项目经理进行一些项目管理相关工作，包括但不限于方案编写、功能测试、原型设计等;2.承担一些运维项目的独立维护工作;3.学习并了解产品，学会产品的演示介绍，负责一些售前项目的支持工作；4.跟进项目过程中，能够准确把控项目进度，根据实际情况向重要干系人反馈项目信息，对于项目暴露的风险，能够及时发现并有效解决；5.对于项目遇到的资源问题、进度问题、开发问题能够有效解决；聘用人员岗位技能要求任职要求:1.优秀的本科或者硕士应届毕业生优先;2.熟练使用EXCEL、PPT等办公软件及辅助软件(如PS) ;3.具备优秀的执行和反馈能力;4.对机会比较渴望、能够主动积极的去争取一些机会；5.优秀的沟通协调能力及团队协作精神。聘用人员其他要求或期望能有较强责任心和团队协作意识；主动积极，比较渴望机会；有多方面技能或者特长的；任职要求",8-12K·13薪,经验不限,本科,网梯科技发展有限公司,D轮及以上,100-499人,计算机软件
管培生,集团管培生,注：此岗是24届补录，主要面向24届及23届毕业未就业同学，25届校招请关注雪川招聘公众号进行查看相关职位和投递！！主要工作职责/内容：1. 分析与评估行业环境和竞争态势（特别是农业和种业领域），识别海内外市场机遇和增长机会点2. 对重点的战略性课题进行研究和分析，并制订实施计划，为公司领导层决策提供依据和可供选择的解决方案3. 协调公司内外的相关资源，协助总裁推动公司各项经营决策、以及相关工作的实施、督促与落实执行4. 参与农业种植的日常监督和管理，协助完善农业事业部的运营体系、标准、和流程5. 参与农业数字化的项目，协助构建作物生长和营养模型，为智慧农业生产决策提供数据支持任职要求：1. 农业相关专业硕士及以上学历，海外留学背景；2. 在遗传育种、土壤学、作物营养、种植技术、微生物学和农业机械设备等相关学科，有一定的学术知识储备和实际操作经验，熟悉马铃薯作物的优先3. 优秀的数据分析能力，能够独立进行数据分析并产生数据驱动的解决方案 4. 拥有较强的学习和运用新技术的能力，思路清晰、语言表达能力强，英文熟练5. 具有良好的团队合作精神，认真踏实，有上进心和责任心，有很强的抗压能力和组织协调能力li,10-12K,经验不限,硕士,雪川农业集团,D轮及以上,1000-9999人,食品/饮料/烟酒
管培生,管培生,1、2020/2021届本科毕业生。2、机电类、自动化、市场营销专业。3、有良好的沟通能力与对外交往能力，熟悉office办公软件。4、具有较强的学习能力和良好的心理素质。5、对公司全岗位工作进行培训和实践，3个月——6个月培训期结束后进行管理岗位分配。职位招聘2-4人,150-180元/天,5天/周 3个月,本科,上海三菱,不需要融资,500-999人,电气机械/器材
管培生,管培生,工作内容：1、公司主要做行业研究、用户研究、公关传播三大核心业务板块，以实操业务的方式进行培训、学习；2、根据业务组内轮岗工作，进入适合的岗位进行专业能力的沉淀;任职要求：1、统招本科及以上学历，新闻学、汉语言文学、统计学、经济学、心理学等相关专业优先考虑，985/211院校毕业；              2、具有较强的文字功底和对事物理解逻辑能力，想要探索并且热爱咨询、公关行业；                3、有强烈的事业心与较大的格局、视野，具备一定韧性。,8-10K·13薪,经验不限,本科,沃姆互动,已上市,100-499人,广告营销
管培生,管培生,1.服从领导安排2.待人和善，有亲和力3.能吃苦，不懒惰4.熟练掌握公司独代产品使用方法5.为客户解决问题,4-5K,在校/应届,学历不限,庞羽梁仪器仪表,不需要融资,0-20人,仪器仪表
管培生,管培生,"公司简介 Abercrombie & Fitch Co. 是一家全球领先的专业零售商，旗下品牌 Abercrombie & Fitch, abercrombie kids, 和 Hollister Co. 致力于为有着积极、年轻生活方式和儿童提供高质量的休闲服装。A&F 成立于1892年，总部位于 New Albany, Ohio。A&F 通过设在美国、加拿大、欧洲、亚洲、墨西哥和中东的零售店销售商品。公司同时运营线上购物网站 www.abercrombie.comwww.abercrombiekids.comwww.hollisterco.com门店储备经理职位内容门店储备经理 (MIT) 项目是一个为期90天的学习项目，其主要集中在学习如何管理公司门店数百万美元业务所需的基本技能上。门店储备经理会获得综合的在职培训和实践学习，以及从他们的直属上司处得到一系列的指导训练，内容包括门店运营操作，销售业绩管理，顾客购物体验，卖场监管以及人才管理。成功完成MIT项目是成为领导者的第一步，是为运营门店所必备的基本技能打下基础并且与团队建立工作关系。该项目包括直属上司的常规指导和30/60/90天的进度检查。这个项目给予MIT能够自主发展的空间并能够在团队的支持下创造强大的，长期的职业生涯指引。成功完成这个项目将会带MIT走向助理经理的岗位。公司强烈倡导内部晋升的理念。我们所有的地区经理、区域经理、总监，甚至门店资深副总裁都经历了 MIT项目。随着公司在美国国内和国际市场的发展， MIT的职业前景也更好。职位要求·正规院校授予的本科学位证书·持有中华人民共和国居民身份证或中华人民共和国港澳台居民居住证·中英文流利 面试为全英文·强大的解决问题的能力·成熟稳重·多元化意识·能够适应快节奏和充满挑战的工作环境·团队协作能力·做事主动·强大的人际交往和沟通能力·努力取得成果FIND A STORE IN YOUR AREA AND APPLY ONLINE AT WWW.ANFCAREERS.COM找到你所在区域的门店并在WWW.ANFCAREERS.COM提交申请******************* WWW.ABERCROMBIE.CN微博@WORKAT_ANFHCO WWW.ABERCROMBIE.CN",9-11K·13薪,经验不限,本科,Abercrombie&Fitch,已上市,10000人以上,服装/纺织
管培生,管培生,管培生项目为爱学习教育集团第一优先级的战略型人才培养项目。旨在通过优秀的校园人才引进，与公司完善的培养体系及晋升机制，将管培生培养为集团核心岗位的管理者或专家。学科运营方向1、与教育行业业务大牛深度合作，挖掘产品价值，打造全新用户体验2、参与和客户的业务沟通与深度交流，掌握最前端行业动向，成为用户与产品之间的重要桥梁3、基于对业务数据的分析和对市场变化的考察，升级产品推广策略，助力品牌成长学科产品方向1、与众多毕业于北大的学长共同打造极致数字化学习体验，驱动创新教育理念下的产品变革2、激活元认知，开启“人机交互”学习逻辑的探索，打通产品供应的“任督二脉”教学管理方向1、通过场景化教学法激发学生的学习兴趣，打造优质的学习感官体验2、编写短视频脚本，设计教学规范及互动点，并完成教学服务迭代，达成教学目标,20-30K·14薪,经验不限,本科,爱学习教育集团,D轮及以上,1000-9999人,在线教育
管培生,管培生,我们的优势1、高效率不加班、每日8个小时工作时间，早9：30—晚7:00（中午休息一个半小时）不加班；2、稳定的高收入；综合收入8000元----15000元+高额提成20~40%，月、季度、年度现金奖。（最高工资记录单月100000元）；4、超大晋升空间；公司处于急速发展阶段，大力提拔员工晋升，只要你遵守公司规章制度，专业过硬，工作认真，有责任心，有管理能力就有机会晋升组经理；岗位职责：1、年龄18-35岁，条件优秀者可适当放宽;2、乐于沟通，有较好的抗压能力，心态积极乐观;3、良好的口头及书面表达能力;4、工作认真细心，责任心强，为人正直，敢于坚持原则;5、具有良好的团队协作精神;6、有同行业从业经验优先考虑1、福利优厚:休假法定节假日+年假+婚假产假!3、晋升渠道:公平竞争!销售专员-团队主管-团队经理，达标后一路绿灯通行，享受公司资源+平台，共同奔小康!买车又买房!!4、随时随地来把狼人杀!丰富下午茶，无限零食柜，各种饮料无限畅饮!5、工作环境:公司距离地铁站5分钟!高大上甲级写字楼!周边遍布餐饮底商!我们的目标是:让员工人人开单，单单挣钱!!公司福利:晋升空间极大，实力说话，有能力即可晋升;每天上班时间内相互学习技能培训，不定期为员工提供各类知识培训;公司有空调、微波炉、冰箱，给您提供温暖舒适的环境;专业的带薪培训，有丰富的下午茶，生日礼物，每月聚餐，定期团建快来加入我们吧!!!公司地址：朝阳区 金海商富中心B座207室,8-13K,经验不限,学历不限,,,,
管培生,管培生,管理培训生所有管培生要在车间学习1-3个月的产品然后分到各部门目前分两个板块：车间生产&市场营销 大学生根据意愿分到生产或市场进行学习，通过学习，考核，晋升，定位最后根据个人能力及实际情况定位及安排相应的管理岗位。车间生产包括采购岗位需求一人,4-6K,经验不限,学历不限,,,,
管培生,管培生,岗位职责：1、针对为管培生定制的培养方案，学习留学业务知识；2、完成跨部门工作安排，可能涉及的业务包括：美国、英国、澳新、加拿大、欧亚等留学业务，职位类别包括：留学咨询、留学规划、项目运营、产品研发等；3、前半年在北京总部轮岗学习，半年后根据候选人意愿以及公司需求，进行外派定岗。岗位要求：1、本科及以上学历，在校成绩优异者优先； 2、对于留学行业富有激情，渴望在留学行业长久发展；3、具备较强的学习能力、抗压能力、协调能力以及团队意识；4、对于留学行业具有敏锐的洞察力，具备清晰的逻辑思路、独特的视角； 5、在校期间有海外交流项目、学生会或社团等经历优先。【岗位优势】 1、优质的学习平台，不限量的业务技能培训和学习资源； 2、全方位、全天候的培养支持； 3、个人潜能充分全面的展示机会； 4、灵活、无天花板、持续的职业发展通道； 5、完全信赖、全面支持条件下担当重任的环境、机会；,12-15K,经验不限,本科,新东方前途,已上市,1000-9999人,培训/辅导机构
管培生,管培生,（一）行业研究：收集与整理行业信息，分析行业特点，研判行业发展趋势和投资价值；（二）完成日常与客户沟通以及投资咨询活动；（三）协助投顾制作文案及后期工作；（四）做好基础性服务，对高净值客户的资产配置及投资方式有一定思考；（五）公司及营业部交办的其他事项。岗位要求：（1）高校金融相关专业应届毕业生；（2）本科以上学历；（3）有证券从业资格.,6-8K,在校/应届,硕士,长江证券北京分公司,已上市,100-499人,证券/期货
管培生,管培生,管理培训项目是我们应未来公司稳步发展需要所做出的人才储备计划，在此计划中，您将通过12个月的学习，充分了解公司：1、含重金属固废/危废处理技术；2、含油污泥处理全套工艺技术；3、高浓废水处理技术（FO）以及其他多种国内国际先进工艺，并将在如下数个岗位上不断历练并发掘自己的能力：1、现场项目管理及运营；2、设备生产及总装；3、新技术研发与已有技术换代研发；4、项目公司运营管理；5、市场推广与商务拓展；6、海外市场拓展……随着企业不断发展，技术日趋完善，能够为您提供的平台将越来越宽广。与此同时，我们希望刚刚毕业不久的您依旧能够勤奋、踏实地以饱满的学习热情去对待这一份工作，同样也是对待这一份机会。能够在有限的管培时间内尽量多地去试探自己的能量上限，在未来我们将综合个人意愿及公司需求确定您的第一个岗位。我们是一个平面化的团队，同事之间关系简单、易于相处；我们也是一个随着环保政策共同向阳发展的积极团队，新鲜和挑战一直是我们工作中的伙伴。如果你希望加入一个能够全面成长、同时又有足够科技硬实力、并且已经被数家投资机构密切跟踪的环保科技类企业，那我们也愿意与你同行。,6-8K·13薪,1年以内,硕士,净界新宇,天使轮,0-20人,环保
管培生,管培生,岗位职责：1.协助项目经理进行一些项目管理相关工作，包括但不限于招投标文件、日常行政事务、项目跟踪处理等;2.实施日常工作中的组织、计划、指挥、协调、控制、鼓励的职责；3.学习并了解装饰相关知识，负责一些项目前中后期的辅助工作；4.跟进项目过程中，能够准确把控项目进度，根据实际情况向重要干系人反馈项目信息，能够及时发现并有效解决；5.能力优秀者可独立负责部分相关需求。任职要求:1.思维逻辑清晰的优秀本科或者硕士应届毕业生优先; 2.熟练使用办公软件，CAD和广联达计价软件优先 ;3.有驾驶本，会熟练驾驶汽车优先；4.优秀的沟通协调能力及团队协作精神，主动积极；5.具备优秀的执行和反馈能力;。,6-10K,1-3年,本科,,,,
管培生,管培生,"THE PROFILE公司简介Abercrombie & Fitch Co. is a leading global specialty retailer of high-quality, casual apparel for men, women and kids with an active, youthful lifestyle under its Abercrombie & Fitch, abercrombie kids, and Hollister Co. brands. A&F was founded in 1892 and is based in New Albany, Ohio. A&F sells merchandise through retail stores in the United States, Canada, Europe, Asia, Mexico, and the Middle East. The Company also operates e-commerce websites at www. abercrombie.com, www.abercrombiekids.com, www.hollisterco.comAbercrombie & Fitch 公司（简称A&F）是一家全球领先的专业服饰零售商，致力于高品质的休闲服饰， 公司产品为男女服饰以及儿童服装，传递健康青春活动动感的生活方式。旗下拥有Abercrombie & Fitch, abercrombie kids 和Hollister Co.三个时尚品牌。A&F于1892年成立，总部位于美国俄亥俄州新奥尔巴尼市。A&F通过设在美国、加拿大、欧洲、亚洲、墨西哥和中东地区的零售店销售商品。公司同时拥有网上购物平台 www.abercrombie.com, www.abercrombiekids.com 以及www.hollisterco.com。 THE MIT PROGRAM 门店储备经理概况The Manager in Training (MIT) program is a blended-learning, multi week program focused on immersing a manager in all aspects involved in managing a multi-million-dollar business for the company. Training takes place in our domestic and international store locations. Each week the program focuses on a different aspect of running the business. The program trains the MIT on the necessary principles of management including creating the best in-store experience, recruiting, diversity, human resources, store operations, and visual merchandising. The program is structured and provides the MIT with daily and weekly feedback from the Store Manager and District Manager. The MIT completes daily readings and exercises, experiences and learns through on the job training, and completes weekly assignments. The MIT must success-fully complete the training program to be moved on into an Assistant Manager role.门店储备经理培训项目是一项集学习和实践于一体，为期数周的培训项目。其中心课程是全方位指导经理学习如何成功管理数百万美元的业务。培训在门店内进行，每周的培训侧重于业务经营的不同方面。培训还涉及经理的必要管理职责，包括营造最佳门店体验，招聘，多元化，人力资源，门店运营和商品陈列等，并会收到来自门店经理和区域经理的日常反馈与培训。管理培训经理会完成每日规定的阅读内容和练习，通过在岗培训获取经验和知识，并完成每周任务。管理培训经理必须成功完成所有培训项目后才能晋升到助理经理职位。 Successful completion of this program is the first step for leadership. The company strongly advocates a philosophy of promotion from within.  All our District Managers, Regional Managers, Directors - even the Vice President of Stores- have gone through the MIT program. With the growth of the company domestically and internationally, career opportunities for an MIT have never been better.成功完成管理培训项目是成为未来领导者的第一步。A&F公司十分提倡内部晋升机制。所有区域经理、大区经理、总监甚至门店高级副总裁都参加过该培训项目。随着公司在本土和国际的发展和扩张，管理培训经理的职业发展前景也具有前所未有的吸引力。 Check out this video 职位视频连接- http://bit.ly/1x8gHgG Follow us to know more about the company:关注我们了解更多品牌文化:微博Weiboworkat_anfhcoHollisterAbercrombie微信公众号WechatAbercromnieCoHollisterCo  REQUIREMENT 职位要求Bachelor’s degree from an accredited universityChinese PRC card or HongKong, Macao and Taiwan residence card holderEnglish Level: Fluent in speaking, listening and reading. Business level for writing. The interview will be conduct in EnglishNo retail experience required. At least 1-year experience preferredFashion trend knowledgeStrong problem-solving skillsSophisticationDiversity awarenessAbility to work in a fast-paced and challenging environmentTeam building skillsSelf-starterStrong interpersonal and communication skillsDrive to achieve results拥有正规院校授予的本科学历，并取得学位证必须有中华人民共和国身份证或港澳台居民身份证必须具备流利的英语听说读能力， 写作良好。全英文面试。1年以上零售经验优先考虑有时尚的鉴别和服饰审美与搭配的能力.具有强大的解决问题能力 成熟稳重 具备多元化意识 能够承受快节奏和充满挑战性的工作环境 具备团队建设能力 具备主观能动性和自我激励意识 具备较强的人际交往和沟通能力 积极主动，目标导向  简历要求中英双语并注明申请城市",9-10K·13薪,1-3年,本科,Abercrombie& Fitch,已上市,10000人以上,服装/纺织
管培生,管培生,1、在营销部、线上运营部、采购部、各销售公司销售部轮岗，进行业务实践，熟悉工作流程、规章制度，掌握工作技能。2、参加各项知识技能培训、管理培训和业务实训。3、根据个人能力定岗及晋升。任职要求：日语专业；酿造类专业、国际经济贸易专业、营销类专业、电子商务专业。公司福利：1、实习期工作缴纳缴纳五险一金。2、免费提供SSI国际清酒唎酒师培训课程；3、可出差到合作酒庄进行参观学习文化及专业知识。4、工作地址在北京国贸CBD商圈，办公环境轻奢高端大气艺术。5、员工生日福利，下午茶点及高级现磨咖啡机，不定期团建及旅游。6、上班时间9:30-17:30，午休1小时。,4-5K,在校/应届,本科,北京优西优西供应链,不需要融资,100-499人,批发/零售
管培生,管培生,任职要求：1. 本科及以上学历，机械设计制造及其自动化、模具设计制造、金属材料成型及其控制工程、机械电子工程等相关专业；2. 专业成绩中等及以上水平，热爱机械行业，英语四级以上者优先；3. 立志在机械加工行业有所发展，肯从基层做起，积极向上，不怕吃苦。岗位职责：1. 半年到一年时间车间轮流实习、相关岗位部门流程实习并撰写实习报告；2. 每人指定一位工程师导师和专业师傅，由助理开始做起到自己逐渐独立负责某模块工作；3. 发展方向分为两类：专业技术方向、综合管理方向，如：助理工程师-工程师-高级工程师、主管、高级主管、副部长、部长、总监、副总经理；4. 暂定储备方向有：技术管理类、质量管理类、工艺工程师、研发设计员、供应商管理；,6-8K,经验不限,本科,新光凯乐,未融资,100-499人,汽车研发/制造
管培生,管培生,检测检测各环节理论知识学习，基础操作,5-10K,在校/应届,本科,力鸿检验,已上市,1000-9999人,其他生活服务
管培生,管培生,"工作内容：1.负责排除公司机器（自动售货机）的故障，协助运营员做好设备维护；2.对机器进行故障排查，处理机器软、硬件故障，协调技术部门处理机器故障等；3.努力钻研技术，开展技术革新，为提高工作效率献计献策。4、完成上级领导交代的工作。5、日常的巡检。职位要求：1．20-35岁，大专及以上学历，能吃苦耐劳，服从公司安排；2、沟通能力强，有责任心；3、可接收应届毕业生,有相关实习经验优先。工作时间：做五休二",4-8K,应届生,大专,友咖啡,A轮,100-499人,互联网
管培生,管培生,1.负责产品业务流程设梳理及设计、功能设计、产品优化工作。2.负责与相关需求部门沟通确认需求并完成产品规划。3.撰写需求文档并输出原型图，进行需求评审并协调研发跟进项目进度，把控项目质量。4.小学数学教培的教授。,7-9K,经验不限,本科,好未来,已上市,10000人以上,互联网
管培生,管培生,岗位职责：1.参与直播内容策划，完成直播前准备工作;2.负责直播过程后台链接以及活动的推送；3.辅助直播人员直播，回答粉丝问题，记录问题.与粉丝互动；4.负责协助主播进行直播带货.串词.调节直播气氛.出镜等；5.团队一起讨论直播活动方案以及主播交代的其他事项；任职要求：1.有志于从事直播电商行业的优秀应届生亦可2.反应迅速快，具备良好的语言表达能力和沟通销售技巧;3.耐心.细心，有亲和力，具备良好的服务意识及团队精神;4.有较强的执行力和一定的抗压能力无经验也可，但是必须有很强的学习欲望+奋斗精神。不满足的勿扰,5-8K,经验不限,本科,华晟互娱,未融资,500-999人,互联网
